City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
64,cabedelo,-6.9811,-34.8339,26.37,78,97,4.81,BR,1675222079
65,ashqelon,31.6693,34.5715,11.55,72,77,10.89,IL,1675222079
66,dunedin,-45.8742,170.5036,18.22,10,100,1.34,NZ,1675221818
67,lavrentiya,65.5833,-171.0,-10.86,99,100,2.36,RU,1675222080
68,bud,39.447,-86.1758,-4.99,70,100,2.75,US,1675222080
69,fortuna,40.5982,-124.1573,6.19,90,0,0.0,US,1675222080
70,mar del plata,-38.0023,-57.5575,21.72,86,75,4.47,AR,1675222081
71,alyangula,-13.8483,136.4192,30.2,70,100,3.83,AU,1675221506
72,airai,-8.9266,125.4092,22.07,76,77,1.24,TL,1675222081
73,tashla,51.7716,52.7427,-17.89,94,21,2.71,RU,1675222082
74,lompoc,34.6391,-120.4579,10.08,87,0,0.45,US,1675222078
75,conceicao da barra,-18.5933,-39.7322,23.85,86,84,2.16,BR,1675222082
76,verkhnevilyuysk,63.4453,120.3167,-30.44,97,100,3.92,RU,1675222083
77,vinstra,61.5952,9.7523,-10.94,91,100,1.17,NO,1675222083
78,awjilah,29.1081,21.2869,10.08,68,3,5.83,LY,1675222083
79,ponta do sol,32.6667,-17.1,15.4,61,65,2.67,PT,1675222083
80,imbituba,-28.24,-48.6703,22.75,85,5,2.1,BR,1675222002
81,kirovsk,48.6375,38.6428,-3.81,99,48,0.46,UA,1675222084
82,neuquen,-38.9516,-68.0591,20.94,64,0,0.0,AR,1675222084
83,nivala,63.9167,24.9667,-10.98,97,15,1.63,FI,1675222085
84,ilulissat,69.2167,-51.1,-18.99,71,75,1.03,GL,1675222085
85,atuona,-9.8,-139.0333,26.1,77,92,9.86,PF,1675222085
86,fare,-16.7,-151.0167,27.95,69,47,6.47,PF,1675221488
87,sao felix do xingu,-6.6447,-51.995,21.24,98,17,0.3,BR,1675222086
88,zhezkazgan,47.8043,67.7144,-18.01,85,75,4.0,KZ,1675222086
89,wenling,28.3669,121.36,16.31,64,0,0.37,CN,1675222086
90,minden,52.2833,8.9167,5.61,85,100,8.46,DE,1675222077
91,avarua,-21.2078,-159.775,26.03,78,100,6.69,CK,1675222087
92,moree,-29.4667,149.85,32.51,34,29,5.36,AU,1675222087
93,olga,43.7444,135.2892,-4.32,48,100,3.23,RU,1675222088
94,puerto ayacucho,5.6639,-67.6236,23.8,54,7,2.16,VE,1675222088
95,boende,-0.2167,20.8667,21.52,79,23,1.2,CD,1675222088
96,thompson,55.7435,-97.8558,-33.91,68,20,0.0,CA,1675222089
97,port elizabeth,-33.918,25.5701,20.17,94,0,1.79,ZA,1675222089
98,north myrtle beach,33.816,-78.68,15.63,96,100,3.19,US,1675221903
99,troitsko-pechorsk,62.7084,56.1964,-5.0,89,100,5.05,RU,1675222089
100,tuktoyaktuk,69.4541,-133.0374,-39.0,74,0,1.54,CA,1675222090
101,phalombe,-15.8064,35.6507,19.31,95,98,0.97,MW,1675222090
102,pitkyaranta,61.5734,31.4792,-7.78,95,100,1.7,RU,1675222091
103,saint-joseph,-21.3667,55.6167,24.5,85,83,5.15,RE,1675222091
104,codrington,-38.2667,141.9667,16.39,47,100,5.97,AU,1675222091
105,laguna,38.421,-121.4238,9.14,56,0,0.45,US,1675222092
106,poum,-20.2333,164.0167,26.64,63,77,2.09,NC,1675222092
107,qaanaaq,77.484,-69.3632,-21.49,47,84,3.35,GL,1675222092
108,moranbah,-22.0016,148.0466,31.41,57,100,7.75,AU,1675222092
109,longhua,23.6137,114.1919,21.0,58,95,0.43,CN,1675222093
110,east london,-33.0153,27.9116,21.55,82,4,2.21,ZA,1675222093
111,amapa,1.0,-52.0,21.25,99,100,0.99,BR,1675221334
112,kandrian,-6.2167,149.55,32.27,58,65,5.86,PG,1675221499
113,iquitos,-3.7481,-73.2472,26.02,89,40,1.03,PE,1675222094
114,puerto ayora,-0.7393,-90.3518,24.75,88,78,2.23,EC,1675222094
115,loralai,30.3705,68.598,5.68,42,0,1.34,PK,1675222094
116,yalta,44.5,34.1667,3.29,81,100,2.78,UA,1675222095
117,neka,36.6508,53.299,5.73,100,100,2.06,IR,1675222095
118,formosa,-26.1775,-58.1781,27.99,74,0,4.12,AR,1675222095
119,bin qirdan,33.1378,11.2197,10.28,58,3,4.4,TN,1675222096
120,camabatela,-8.1881,15.375,16.05,95,78,1.04,AO,1675222096
121,backo gradiste,45.5328,20.0283,1.62,86,94,3.25,RS,1675222096
122,arraial do cabo,-22.9661,-42.0278,24.27,88,85,10.95,BR,1675222097
123,belyy yar,53.6039,91.3903,-18.06,85,75,0.0,RU,1675222097
124,makat,47.6469,53.3463,-4.27,56,28,5.09,KZ,1675222097
125,hithadhoo,-0.6,73.0833,27.24,73,19,5.59,MV,1675222098
126,port alfred,-33.5906,26.891,18.99,96,5,2.17,ZA,1675222098
127,gushikawa,26.3544,127.8686,22.77,54,40,3.6,JP,1675222098
128,mana,5.6592,-53.7767,23.19,91,53,0.86,GF,1675222099
129,esperance,-33.8667,121.9,17.66,62,100,5.81,AU,1675222099
130,rio gallegos,-51.6226,-69.2181,14.03,54,0,2.06,AR,1675222099
131,aklavik,68.2191,-135.0107,-35.7,100,69,2.23,CA,1675222100
132,constitucion,-35.3333,-72.4167,12.62,83,1,4.4,CL,1675222100
133,kirando,-7.4167,30.6,20.84,85,80,2.03,TZ,1675222100
134,taoudenni,22.6783,-3.9836,13.22,22,100,5.69,ML,1675222101
135,kieta,-6.2167,155.6333,29.51,69,82,3.04,PG,1675221636
136,lebu,-37.6167,-73.65,13.76,84,0,9.07,CL,1675222101
137,narsaq,60.9167,-46.05,-7.88,94,100,1.44,GL,1675222101
138,sobolevo,54.4299,31.8996,-2.04,96,100,3.01,RU,1675222102
139,victoria,22.2855,114.1577,23.03,78,62,3.3,HK,1675221933
140,kalmunai,7.4167,81.8167,24.75,87,100,7.2,LK,1675222102
141,nishihara,26.1842,127.7558,22.81,56,75,5.66,JP,1675222102
142,menongue,-14.6585,17.691,16.2,96,100,0.69,AO,1675222103
143,oyotun,-6.8519,-79.3036,26.55,62,100,1.44,PE,1675222103
144,padang,-0.9492,100.3543,29.03,77,100,1.51,ID,1675222103
145,srandakan,-7.9386,110.2506,29.16,68,100,2.19,ID,1675222104
146,hobyo,5.3505,48.5268,23.86,72,7,6.29,SO,1675222104
147,mahina,-17.5065,-149.489,29.87,54,40,6.17,PF,1675222104
148,beringovskiy,63.05,179.3167,-5.62,97,58,3.29,RU,1675222105
149,smithers,54.7804,-127.1743,-4.82,93,100,1.03,CA,1675221919
150,brewster,41.3973,-73.6171,-1.52,63,75,2.06,US,1675221493
151,kaitangata,-46.2817,169.8464,20.17,76,99,3.55,NZ,1675222105
152,shingu,33.7333,135.9833,14.15,54,100,5.68,JP,1675221528
153,chokurdakh,70.6333,147.9167,-18.0,97,100,3.36,RU,1675222106
154,baykit,61.67,96.37,-22.2,100,100,0.51,RU,1675222106
155,hue,16.4667,107.6,23.06,78,40,2.06,VN,1675222106
156,comodoro rivadavia,-45.8667,-67.5,20.92,23,0,7.72,AR,1675222010
157,samarai,-10.6167,150.6667,29.33,69,98,0.39,PG,1675222107
158,castro verde,37.6983,-8.0858,1.68,73,0,1.72,PT,1675222107
159,sola,-13.8833,167.55,28.37,84,100,0.0,VU,1675222108
160,sitka,57.0531,-135.33,3.94,81,100,5.14,US,1675222108
161,north platte,41.1239,-100.7654,-13.68,72,0,3.13,US,1675221954
162,jumla,29.2747,82.1838,5.35,34,0,1.47,NP,1675222108
163,sur,22.5667,59.5289,18.53,75,7,2.29,OM,1675222109
164,castro,-24.7911,-50.0119,17.36,98,100,1.11,BR,1675222109
165,liverpool,53.4106,-2.9779,8.49,79,100,12.35,GB,1675222109
166,petropavlovsk-kamchatskiy,53.0452,158.6483,-8.67,53,0,1.0,RU,1675221962
167,morondava,-20.2833,44.2833,25.87,84,100,3.91,MG,1675221518
168,kasempa,-13.4584,25.8338,16.85,99,100,2.18,ZM,1675222110
169,jamestown,42.097,-79.2353,-8.03,84,40,1.54,US,1675222051
170,boyolangu,-8.1181,111.8935,29.1,66,97,1.38,ID,1675222110
171,saint george,37.1041,-113.5841,0.24,37,0,4.12,US,1675221923
172,norman wells,65.282,-126.8329,-31.98,68,20,0.0,CA,1675222111
173,burnie,-41.0667,145.9167,18.86,39,32,6.29,AU,1675222111
174,cayenne,4.9333,-52.3333,23.02,100,0,0.51,GF,1675222111
175,piacabucu,-10.4056,-36.4344,25.13,79,100,2.53,BR,1675222112
176,altamira,-3.2033,-52.2064,22.46,97,83,0.92,BR,1675222112
177,faanui,-16.4833,-151.75,27.38,75,100,6.29,PF,1675222112
178,okakarara,-20.5833,17.4333,20.45,76,100,1.17,NA,1675222113
179,constantine,36.365,6.6147,0.67,86,40,1.03,DZ,1675222113
180,kahului,20.8947,-156.47,26.02,78,20,5.14,US,1675222069
181,camacha,33.0833,-16.3333,13.68,58,20,5.66,PT,1675222056
182,te anau,-45.4167,167.7167,23.03,59,99,1.23,NZ,1675222113
183,shumikha,55.2261,63.2961,-12.89,90,90,3.03,RU,1675222114
184,warrnambool,-38.3833,142.4833,15.83,53,100,6.07,AU,1675222114
185,new norfolk,-42.7826,147.0587,18.29,38,73,1.79,AU,1675222114
186,beyneu,45.3167,55.2,-0.21,86,100,5.42,KZ,1675222115
187,san lazzaro di savena,44.4678,11.414,6.09,60,0,3.6,IT,1675222115
188,qingyuan,23.7,113.0333,20.99,65,88,1.2,CN,1675222115
189,khromtau,50.2503,58.4347,-21.79,90,13,2.54,KZ,1675222116
190,barrow,71.2906,-156.7887,-20.99,77,0,11.83,US,1675222116
191,kincardine,56.0667,-3.7167,6.15,91,74,9.84,GB,1675222116
192,ketchikan,55.3422,-131.6461,3.99,93,100,2.57,US,1675222117
193,kisangani,0.5167,25.2,21.25,82,58,1.19,CD,1675222117
194,pisco,-13.7,-76.2167,23.03,78,0,3.09,PE,1675221940
195,xichang,27.8964,102.2634,15.23,45,0,0.93,CN,1675222117
196,kavieng,-2.5744,150.7967,28.8,71,90,3.88,PG,1675222118
197,albany,42.6001,-73.9662,-6.47,64,96,1.89,US,1675221762
198,chabahar,25.2919,60.643,18.59,66,0,3.02,IR,1675222118
199,tautira,-17.7333,-149.15,27.25,76,17,6.62,PF,1675222118
200,wilmington,34.2257,-77.9447,15.0,90,94,0.89,US,1675221936
201,iqaluit,63.7506,-68.5145,-26.15,76,40,8.23,CA,1675222119
202,nanortalik,60.1432,-45.2371,-10.02,84,99,2.5,GL,1675222119
203,upernavik,72.7868,-56.1549,-19.98,93,100,4.1,GL,1675222119
204,fairlie,55.756,-4.8556,6.95,87,100,6.71,GB,1675222120
205,urengoy,65.9667,78.3667,-14.27,94,100,6.79,RU,1675222120
206,provideniya,64.3833,-173.3,-3.94,93,100,1.0,RU,1675222120
207,egvekinot,66.3167,-179.1667,-8.55,96,99,2.17,RU,1675222121
208,coxim,-18.5067,-54.76,24.88,85,99,0.92,BR,1675222121
209,sisimiut,66.9395,-53.6735,-21.29,97,66,3.93,GL,1675222121
210,cap malheureux,-19.9842,57.6142,26.37,80,96,1.34,MU,1675222122
211,bilibino,68.0546,166.4372,-13.23,87,95,2.44,RU,1675221524
212,san francisco,37.7749,-122.4194,11.68,60,20,5.66,US,1675221905
213,vostok,46.4856,135.8833,-12.9,74,100,1.48,RU,1675222122
214,bengkulu,-3.8004,102.2655,26.99,76,100,3.31,ID,1675222122
215,cherskiy,68.75,161.3,-24.25,100,54,2.74,RU,1675222123
216,kropotkin,45.4375,40.5756,2.57,95,100,2.04,RU,1675222123
217,borovoy,55.4333,86.0833,-17.4,85,20,0.0,RU,1675222123
218,pangai,-19.8,-174.35,26.06,83,100,2.57,TO,1675222124
219,darhan,49.4867,105.9228,-18.16,85,100,2.42,MN,1675222124
220,saskylakh,71.9167,114.0833,-28.9,98,100,6.32,RU,1675222124
221,kodumudi,11.0775,77.8836,24.74,62,100,2.3,IN,1675222125
222,mogadishu,2.0371,45.3438,24.14,80,21,6.68,SO,1675221616
223,santa marinella,42.0345,11.8536,9.16,78,71,2.94,IT,1675222056
224,inirida,3.8653,-67.9239,23.5,71,21,0.68,CO,1675222125
225,peniche,39.3558,-9.3811,7.74,93,0,3.72,PT,1675222126
226,winona,43.9666,-91.7668,-14.11,66,0,1.54,US,1675222126
227,joao camara,-5.5375,-35.8197,24.16,77,99,4.61,BR,1675222126
228,gizo,-8.103,156.8419,28.83,72,96,3.8,SB,1675221915
229,lagoa,39.05,-27.9833,13.84,70,98,5.46,PT,1675222127
230,berlevag,70.8578,29.0864,1.0,75,100,11.83,NO,1675222127
231,souillac,-20.5167,57.5167,26.21,83,75,3.09,MU,1675222127
232,elblag,54.1522,19.4088,3.32,83,100,9.23,PL,1675222128
233,ambon,-3.6954,128.1814,32.08,66,40,4.12,ID,1675222128
234,kosonsoy,41.2561,71.5508,-1.69,68,100,3.52,UZ,1675222128
235,mugur-aksy,50.35,90.5,-16.26,61,81,2.06,RU,1675222129
236,russkaya polyana,49.417,31.9201,-0.77,92,99,2.12,UA,1675222064
237,baie-comeau,49.2168,-68.1489,-25.18,84,0,1.03,CA,1675221612
238,tougue,11.4667,-11.6,19.54,26,3,0.22,GN,1675222129
239,yulara,-25.2406,130.9889,32.07,17,3,4.93,AU,1675222130
240,uyemskiy,64.4743,40.8524,-3.97,100,100,3.0,RU,1675222130
241,sao filipe,14.8961,-24.4956,21.2,73,98,4.7,CV,1675222130
242,cocobeach,1.0002,9.5823,26.23,83,89,4.44,GA,1675222131
243,turukhansk,65.8167,87.9833,-16.31,96,98,4.31,RU,1675222131
244,luderitz,-26.6481,15.1594,15.63,93,6,4.85,NA,1675222131
245,nome,64.5011,-165.4064,-5.96,100,100,0.0,US,1675222132
246,kankaanpaa,61.8,22.4167,-4.58,100,97,1.67,FI,1675222132
247,akron,41.0814,-81.519,-7.39,72,100,0.45,US,1675221905
248,konstantinovka,49.6167,127.9833,-14.63,77,18,3.95,RU,1675222132
249,aasiaat,68.7098,-52.8699,-24.06,100,93,1.97,GL,1675222133
250,flinders,-34.5833,150.8552,25.14,64,5,4.39,AU,1675222133
251,araouane,18.9048,-3.5265,13.83,14,1,4.87,ML,1675222133
252,makakilo city,21.3469,-158.0858,26.86,72,0,4.63,US,1675222134
253,newcastleton,55.1796,-2.8127,5.02,85,79,9.33,GB,1675222134
254,sapa,5.1544,120.3241,28.38,72,80,3.05,PH,1675222134
255,poso,-1.3959,120.7524,26.09,89,100,2.04,ID,1675222135
256,sabha,27.0377,14.4283,6.3,46,0,2.67,LY,1675222135
257,kjollefjord,70.9457,27.3465,2.03,69,75,9.77,NO,1675222135
258,zaria,11.1113,7.7227,20.5,20,99,3.9,NG,1675222136
259,mayumba,-3.432,10.6554,25.37,84,100,2.12,GA,1675222136
260,urucara,-2.5364,-57.76,22.63,99,100,1.26,BR,1675222136
261,mahebourg,-20.4081,57.7,26.25,83,75,3.09,MU,1675222137
262,tarko-sale,64.9225,77.785,-13.68,93,100,7.67,RU,1675222137
263,tefe,-3.3542,-64.7114,22.21,98,57,0.14,BR,1675221883
264,leh,34.1667,77.5833,-17.47,86,89,1.07,IN,1675222137
265,mapiri,-15.25,-68.1667,20.26,99,100,0.37,BO,1675222138
266,karratha,-20.7377,116.8463,35.05,43,13,3.24,AU,1675222138
267,vao,-22.6667,167.4833,26.24,77,81,5.16,NC,1675222139
268,carnot,4.9409,15.8665,21.79,52,50,0.26,CF,1675222139
269,beira,-19.8436,34.8389,27.05,78,20,3.6,MZ,1675222139
270,gillette,44.2911,-105.5022,-8.49,68,0,4.63,US,1675222021
271,kavaratti,10.5669,72.642,26.57,74,91,5.73,IN,1675222140
272,kruisfontein,-34.0033,24.7314,17.16,91,0,2.4,ZA,1675222140
273,liberal,37.0431,-100.921,-8.42,48,0,1.54,US,1675222103
274,cabo san lucas,22.8909,-109.9124,20.17,77,100,2.06,MX,1675222140
275,danville,36.586,-79.395,7.46,95,100,4.12,US,1675222072
276,tekeli,44.83,78.8239,-2.25,80,100,2.79,KZ,1675222141
277,acapulco,16.8634,-99.8901,26.9,78,0,3.09,MX,1675221365
278,tiksi,71.6872,128.8694,-17.95,98,100,3.82,RU,1675222141
279,burns lake,54.2331,-125.7533,-3.32,99,100,1.4,CA,1675222142
280,aleksandrovka,46.8383,32.7612,-2.27,93,100,2.81,UA,1675222142
281,batemans bay,-35.7167,150.1833,23.39,62,22,4.78,AU,1675222142
282,urucui,-7.2294,-44.5561,24.78,69,69,1.36,BR,1675222143
283,inuvik,68.3499,-133.7218,-30.52,76,20,1.54,CA,1675222143
284,malanje,-9.5402,16.341,16.2,97,94,1.13,AO,1675222144
285,port blair,11.6667,92.75,29.02,74,75,2.06,IN,1675222144
286,dapdap,12.062,125.4881,27.09,84,31,5.79,PH,1675222145
287,mikhaylovskoye,51.8239,79.7172,-17.55,98,86,1.88,RU,1675222145
288,ostrovnoy,68.0531,39.5131,-7.96,98,95,1.91,RU,1675222147
289,shahreza,32.0339,51.8794,4.12,78,42,6.78,IR,1675222147
290,kedougou,12.5579,-12.1743,23.85,18,2,0.96,SN,1675222148
291,vardo,70.3705,31.1107,-0.01,93,100,10.29,NO,1675222148
292,kenora,49.8167,-94.4337,-24.46,77,0,3.6,CA,1675221653
293,kaset sombun,16.2805,101.9542,27.51,25,6,1.4,TH,1675222149
294,puerto escondido,15.85,-97.0667,26.46,78,40,0.0,MX,1675222150
295,miles city,46.4083,-105.8406,-5.46,68,75,5.14,US,1675222150
296,helmsdale,58.1168,-3.6517,6.08,71,11,16.68,GB,1675222151
297,buala,-8.145,159.5921,28.13,75,93,3.78,SB,1675222152
298,lorengau,-2.0226,147.2712,28.91,70,70,4.15,PG,1675222152
299,valdivia,-39.8142,-73.2459,15.05,64,0,1.36,CL,1675222088
300,geraldton,-28.7667,114.6,34.23,27,0,4.63,AU,1675222153
301,mehamn,71.0357,27.8492,0.97,69,75,9.77,NO,1675222153
302,meadow lake,34.8014,-106.5436,4.51,48,17,4.32,US,1675222153
303,koungou,-12.7336,45.2042,27.84,83,75,4.63,YT,1675222154
304,san felipe,10.3399,-68.7425,20.65,90,47,1.85,VE,1675222155
305,kralendijk,12.15,-68.2667,24.99,78,1,4.12,BQ,1675222155
306,champerico,14.3,-91.9167,25.93,69,7,2.64,GT,1675222155
307,fredericton,45.9454,-66.6656,-13.53,66,0,2.57,CA,1675222156
308,brae,60.3964,-1.353,6.5,85,100,18.93,GB,1675222156
309,tilichiki,60.4667,166.1,-11.54,92,100,3.74,RU,1675222157
310,edd,13.9297,41.6925,24.06,62,18,8.3,ER,1675222157
311,rocha,-34.4833,-54.3333,19.88,96,9,2.12,UY,1675222158
312,kichera,55.9375,110.0997,-17.83,88,88,0.69,RU,1675222158
313,miraflores,19.2167,-98.8083,18.36,53,0,1.77,MX,1675221982
314,marawi,7.9986,124.2928,27.8,61,18,1.98,PH,1675222159
315,road town,18.4167,-64.6167,24.05,66,1,8.49,VG,1675222124
316,dhidhdhoo,6.8833,73.1,26.94,73,100,5.52,MV,1675222160
317,benguela,-12.5763,13.4055,24.79,82,98,0.91,AO,1675222160
318,amga,60.8953,131.9608,-30.3,92,100,2.86,RU,1675222161
319,yerbogachen,61.2767,108.0108,-29.33,100,95,1.27,RU,1675222161
320,college,64.8569,-147.8028,-7.89,81,75,3.09,US,1675222162
321,orahovac,42.3994,20.6547,0.92,67,15,0.2,XK,1675222162
322,buraydah,26.326,43.975,12.25,55,41,3.69,SA,1675222113
